date_sampled,address,1st_draw,2nd_draw,3rd_draw,4th_draw,5th_draw,6th_draw,7th_draw,8th_draw,9th_draw,10th_draw,year,month,1st_5th_highest,highest_sample
2019-07-11,81XX S Hermitage ,1.96,2.6,2.9,3.11,3.67,3.49,3.44,3.34,3.45,4.73,2019,7,3.67,4.73
2019-07-11,88XX S Union ,5.16,5.62,7.04,8.11,10.9,12.1,11.7,11.6,16.5,28.2,2019,7,10.9,28.2
2019-07-12,16XX W Lunt ,6.02,7.16,9.54,8.31,12.4,18.0,22.1,28.1,27.0,26.2,2019,7,12.4,28.1
2019-07-12,22XX W Lunt ,11.7,12.7,15.1,26.9,42.3,44.7,42.0,36.8,35.1,33.1,2019,7,42.3,44.7
2019-07-12,66XX N Maplewood ,11.0,13.4,12.4,12.0,10.7,11.0,12.5,27.6,37.3,34.9,2019,7,11.0,37.3
2019-07-12,90XX S Clyde ,12.7,10.9,14.2,18.2,22.2,23.7,23.3,24.1,23.3,22.6,2019,7,22.2,24.1
2019-07-15,111XX S Maplewood ,4.86,4.02,5.9,4.49,4.88,4.78,8.68,19.3,19.9,19.0,2019,7,4.88,19.9
2019-07-15,112XX S Fairfield ,6.59,6.65,6.34,7.47,12.0,15.3,13.9,14.5,15.9,14.0,2019,7,12.0,15.9
2019-07-15,13XX W Granville ,10.2,12.3,12.3,12.8,12.5,11.9,1.4,12.1,10.7,10.2,2019,7,12.5,12.8
2019-07-15,16XX W Berwyn ,9.06,6.96,7.08,7.0,6.95,7.19,7.62,7.21,7.28,7.58,2019,7,9.06,9.06
2019-07-15,58XX N Overhill ,5.23,4.63,5.31,7.65,7.54,7.32,7.68,9.42,13.4,14.9,2019,7,7.54,14.9
2019-07-15,89XX S Halsted ,15.2,15.6,16.8,19.3,15.0,12.8,17.8,28.0,34.2,39.4,2019,7,15.2,39.4
2019-07-16,60XX W Grace ,1.46,2.12,2.36,3.57,4.54,3.55,3.09,2.73,2.65,2.58,2019,7,4.54,4.54
2019-07-17,111XX S Washtenaw ,16.7,28.8,34.1,36.3,35.6,30.9,30.2,31.1,31.2,32.4,2019,7,35.6,36.3
2019-07-17,13XX E 55th Pl,5.2,8.37,12.6,13.7,12.2,11.9,11.4,11.2,10.3,7.89,2019,7,12.2,13.7
2019-07-17,37XX N Richmond ,6.32,5.72,4.09,3.95,10.6,19.2,20.6,20.2,12.0,13.6,2019,7,10.6,20.6
2019-07-17,73XX N Bell,7.3,7.38,7.6,8.25,8.6,10.4,14.1,19.3,26.6,30.0,2019,7,8.6,30.0
2019-07-18,113XX S Avenue L ,11.0,12.7,11.7,17.5,21.9,27.0,25.5,25.3,26.6,25.6,2019,7,21.9,27.0
2019-07-18,38XX N Paulina ,7.49,10.9,19.9,25.3,26.7,23.8,22.0,18.1,17.0,15.4,2019,7,26.7,26.7
2019-07-18,38XX N Newland ,11.6,10.5,6.35,5.5,5.51,7.11,8.74,10.8,10.7,10.7,2019,7,11.6,11.6
2019-07-18,41XX S Ellis ,22.0,29.0,31.3,28.6,26.8,25.5,24.4,23.5,22.3,20.8,2019,7,26.8,31.3
2019-07-18,45XX S Greenwood ,1.25,1.05,0.0,0.0,0.0,0.0,0.0,1.14,1.25,1.04,2019,7,1.25,1.25
2019-07-18,64XX N Oxford ,2.52,9.27,18.9,17.9,17.1,14.6,11.7,10.3,8.98,8.34,2019,7,17.1,18.9
2019-07-19,45XX N Bernard ,4.64,5.22,9.26,6.44,6.38,6.45,6.56,7.06,6.81,7.63,2019,7,6.38,9.26
2019-07-19,51XX S Nordica ,5.88,4.15,6.86,8.32,6.92,7.28,8.44,11.7,17.0,15.3,2019,7,6.92,17.0
2019-07-19,52XX N Oleander ,13.4,15.7,22.7,35.3,35.5,35.4,25.2,29.8,32.3,31.4,2019,7,35.5,35.5
2019-07-19,62XX W Berenice ,4.32,5.22,6.5,6.51,10.7,26.1,26.8,20.3,25.1,26.5,2019,7,10.7,26.8
2019-07-20,72XX N Odell ,4.06,3.86,4.16,4.45,5.41,6.03,5.77,6.53,7.15,14.7,2019,7,5.41,14.7
2019-07-22,19XX W Fletcher ,16.0,17.2,13.5,13.7,16.1,19.5,23.5,22.2,19.8,17.2,2019,7,16.1,23.5
2019-07-22,22XX W Walton ,6.72,17.0,19.1,17.0,12.0,11.6,10.9,10.4,9.7,7.55,2019,7,12.0,19.1
2019-07-22,37XX N Lawndale ,3.01,3.27,3.87,4.5,5.08,4.88,5.09,8.4,11.2,12.1,2019,7,5.08,12.1
2019-07-22,63XX N Oak Park ,7.76,9.13,11.0,10.9,13.0,16.5,22.6,26.7,23.5,23.8,2019,7,13.0,26.7
2019-07-22,94XX S Green ,4.02,4.44,4.33,4.76,7.0,7.77,8.86,12.1,13.9,14.1,2019,7,7.0,14.1
2019-07-23,28XX W Coyle ,5.92,4.85,5.82,6.01,6.07,5.65,7.6,9.73,10.0,10.4,2019,7,6.07,10.4
2019-07-24,49XX N Hamilton ,16.6,23.4,33.6,33.3,27.5,22.5,20.7,19.6,18.1,13.9,2019,7,27.5,33.6
2019-07-24,62XX N Wayne ,3.93,4.69,4.84,4.48,4.21,4.6,4.98,4.89,4.77,5.9,2019,7,4.21,5.9
2019-07-24,88XX S Racine ,2.3,3.06,2.63,2.54,3.27,3.49,3.4,3.63,4.13,3.57,2019,7,3.27,4.13
2019-07-25,62XX N Mandell ,7.47,8.2,9.48,10.7,22.0,36.9,40.6,40.2,38.0,38.1,2019,7,22.0,40.6
2019-07-26,38XX N Hoyne ,3.2,5.46,3.73,3.7,3.98,5.0,12.0,19.6,20.3,23.6,2019,7,3.98,23.6
2019-07-27,41XX N Hermitage ,5.83,6.64,6.67,6.73,6.8,9.07,13.0,17.4,19.1,19.7,2019,7,6.8,19.7
2019-07-27,57XX N West Circle ,7.03,7.09,7.8,8.44,11.0,22.3,32.6,24.1,21.5,20.2,2019,7,11.0,32.6
2019-07-29,27XX W Logan Blvd,18.0,18.0,17.1,17.4,17.6,18.1,17.9,18.3,18.4,18.2,2019,7,18.0,18.4
2019-07-29,55XX N Sawyer ,7.85,8.34,8.89,9.15,10.2,11.3,11.5,12.1,12.7,12.2,2019,7,10.2,12.7
2019-07-29,75XX N Ottawa ,5.21,6.37,7.15,6.58,6.24,6.22,12.8,21.5,21.3,19.8,2019,7,6.24,21.5
2019-07-30,26XX N New England  ,6.92,16.3,13.2,9.84,9.82,10.3,9.68,10.0,9.73,9.43,2019,7,9.82,16.3
2019-07-30,48XX W Homer ,2.34,4.42,7.96,7.22,5.92,5.56,4.72,4.26,4.72,5.51,2019,7,5.92,7.96
2019-07-30,51XX S Albany ,29.7,39.6,36.8,32.4,30.2,29.7,29.3,28.7,28.5,26.9,2019,7,30.2,39.6
2019-07-30,55XX S Kimbark ,3.59,3.45,3.38,3.47,3.49,3.2,3.55,3.86,4.55,5.18,2019,7,3.59,5.18
2019-07-30,76XX S Maryland ,31.0,37.1,54.4,54.6,51.2,51.2,50.3,40.8,37.6,32.6,2019,7,51.2,54.6
2019-07-31,28XX N Sawyer ,6.07,6.75,5.76,5.56,4.84,4.47,4.22,4.18,4.03,3.59,2019,7,6.07,6.75
2019-07-31,54XX W Wilson ,3.51,4.46,5.4,6.38,6.4,6.46,6.8,8.54,9.31,11.6,2019,7,6.4,11.6
2019-07-31,65XX W Highland ,9.75,6.49,5.63,5.5,5.5,5.49,5.35,5.533,5.86,6.43,2019,7,9.75,9.75
2019-07-31,84XX S Drexel ,15.3,10.6,16.5,15.8,16.6,22.1,25.2,27.1,25.5,26.9,2019,7,16.6,27.1
2019-08-01,20XX W Moffat ,22.9,33.1,31.8,26.6,27.6,25.5,23.8,20.1,14.2,10.1,2019,8,27.6,33.1
2019-08-02,132XX S Avenue N ,7.8,7.61,16.9,32.8,25.8,24.4,24.7,22.9,24.7,30.6,2019,8,25.8,32.8
2019-08-03,83XX S Prairie ,2.25,2.64,4.08,4.17,4.53,5.04,4.35,4.17,8.26,11.3,2019,8,4.53,11.3
2019-08-05,34XX N Kilbourn ,4.42,5.05,5.58,9.78,18.7,20.9,20.2,18.7,15.6,13.4,2019,8,18.7,20.9
2019-08-05,62XX N Le Mai ,11.2,14.5,36.7,28.8,19.4,19.2,21.5,17.6,26.2,37.6,2019,8,19.4,37.6
2019-08-05,93XX S Calumet ,10.6,8.89,7.38,6.58,5.66,4.6,4.36,4.46,4.29,4.53,2019,8,10.6,10.6
2019-08-05,98XX S Ingleside ,6.21,7.4,8.69,9.89,9.99,10.6,15.1,19.0,21.0,22.0,2019,8,9.99,22.0
2019-08-06,113XX S Talman ,6.37,6.17,6.43,6.24,6.36,8.88,24.2,33.7,36.1,37.1,2019,8,6.37,37.1
2019-08-06,84XX S Bennett ,2.74,2.38,2.68,3.77,6.18,7.97,7.97,7.9,7.32,6.85,2019,8,6.18,7.97
2019-08-07,29XX N Racine ,6.98,6.94,6.6,18.8,22.2,21.3,21.0,22.1,19.7,18.5,2019,8,22.2,22.2
2019-08-07,90XX S Harper ,2.93,2.95,4.2,3.96,3.38,3.12,3.19,3.2,5.04,8.36,2019,8,3.38,8.36
2019-08-08,6XX W Oakdale ,9.17,9.52,16.3,24.7,26.7,26.4,25.2,24.8,24.9,23.5,2019,8,26.7,26.7
2019-08-09,44XX N Cicero ,3.04,4.19,10.8,10.1,8.51,6.86,7.24,7.2,11.1,13.0,2019,8,8.51,13.0
2019-08-12,64XX N Le Mai ,8.42,9.23,11.0,13.1,13.9,13.6,13.7,17.9,33.8,38.2,2019,8,13.9,38.2
2019-08-14,16XX W Berwyn ,7.9,9.98,12.5,18.9,23.0,21.1,15.1,12.6,16.2,12.9,2019,8,23.0,23.0
2019-08-16,63XX W Fitch ,9.34,6.49,7.48,10.1,18.6,28.1,28.9,29.2,28.9,26.6,2019,8,18.6,29.2
2019-08-17,33XX N Neva ,3.68,4.4,6.21,7.14,8.25,15.0,18.9,18.8,21.8,22.4,2019,8,8.25,22.4
2019-09-16,33XX W Pacific ,8.1,8.9,10.0,11.0,1.0,16.0,18.0,18.0,20.0,25.0,2019,9,8.1,25.0
